Source,Product Code,Description,Supplier,Location,Ref #,Status,Cases Ordered,Cases Received,Case Discrepancy,Dept,Category,Notes,Line Notes,Date Created
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1033719-9.7.26,Inventory Received,3.0,0.0,-3.0,Wine,Pinot Grigio/Gris,Free Goods,mi,2026-09-01T00:00:00
Discrepancy,695235000019,Fat Bastard Chardonnay 750ml,"Grape Beginnings, Inc.",Roseville,1033720,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-01T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1033724,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-01T00:00:00
Discrepancy,181856000250,Colle Corviano Pinot Grigio 750ml,Small Lot MN,Roseville,1033726,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,MI,2026-09-01T00:00:00
Discrepancy,181856000892,Colle Corviano Cerasuolo Rose 750ml,Small Lot MN,Roseville,1033726,Inventory Received,2.0,0.0,-2.0,Wine,Rose,,MI,2026-09-01T00:00:00
Discrepancy,086036124590,Christian Bros Dry Sherry 750ml,Southern Glazer's Wine & Spirits of MN,Roseville,1033727,Inventory Received,2.0,0.0,-2.0,Wine,Fortified,,mi,2026-09-01T00:00:00
Discrepancy,081434000293,Black Box Cab Sauv 500ml,Johnson Brothers - St. Paul,St. Louis Park,1033732,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-01T00:00:00
Discrepancy,716898964415,Acinum Prosecco 750ml,"Maverick Beverage Co., LLC - MN",St. Louis Park,1033733,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,mi,2026-09-01T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1033735,Inventory Received,3.0,0.0,-3.0,Wine,Pinot Grigio/Gris,,mi,2026-09-01T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1033735,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-01T00:00:00
Discrepancy,856622001013,Bieler Pere Et Fils Rose 750ml,Phillips Wine & Spirits - St. Paul,St. Louis Park,1033735,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,mi,2026-09-01T00:00:00
Discrepancy,0316201610514,Vincent Dampt Petite Chablis 750ml,"New France Wine Co, Inc",St. Louis Park,1033740,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,Store Request,mi,2026-09-01T00:00:00
Discrepancy,0316201610514,Vincent Dampt Petite Chablis 750ml,"New France Wine Co, Inc",St. Louis Park,1033740-9.14.26,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,Store Request,mi,2026-09-01T00:00:00
Discrepancy,0316201610514,Vincent Dampt Petite Chablis 750ml,"New France Wine Co, Inc",St. Louis Park,1033740-9.7.26,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,Store Request,mi,2026-09-01T00:00:00
Discrepancy,627987198782,Andrew Paso Robles Organic Cabernet Sauvignon 750ml,"Maverick Beverage Co., LLC - MN",Stillwater,1033749,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,dnr,2026-09-01T00:00:00
Discrepancy,716898964415,Acinum Prosecco 750ml,"Maverick Beverage Co., LLC - MN",Stillwater,1033749,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,dnr,2026-09-01T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1033757,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-01T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1033757,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-01T00:00:00
Discrepancy,627987198782,Andrew Paso Robles Organic Cabernet Sauvignon 750ml,"Maverick Beverage Co., LLC - MN",Vadnais Heights,1033758,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,MI,2026-09-01T00:00:00
Discrepancy,716898964415,Acinum Prosecco 750ml,"Maverick Beverage Co., LLC - MN",Vadnais Heights,1033758,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,MI,2026-09-01T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1033760,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,MI,2026-09-01T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1033760,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,MI,2026-09-01T00:00:00
Discrepancy,181856000892,Colle Corviano Cerasuolo Rose 750ml,Small Lot MN,Vadnais Heights,1033762,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,MI,2026-09-01T00:00:00
Discrepancy,763955409204,Les Allies Brut 750ml,"Maverick Beverage Co., LLC - MN",Woodbury,1033768,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,MI,2026-09-01T00:00:00
Discrepancy,082242017633,Bota Box Breeze Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1033771,Inventory Received,2.0,1.0,-1.0,Wine,Chardonnay,,1 MI,2026-09-01T00:00:00
Discrepancy,876718002274,Elegant White and Black Wine Bag,"True Brands, Inc.",Woodbury,1033775,Inventory Received,1.0,0.0,-1.0,Miscellaneous,Accessories,,MI,2026-09-01T00:00:00
Discrepancy,049331021094,La Crema Mont Chardonnay 750ml,Johnson Brothers - St. Paul,Andover,1034158,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Andover,1034162,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Andover,1034162,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,089419002102,Caparzo Toscona Sangiovese,The Wine Company,Andover,1034165,Inventory Received,1.0,0.0,-1.0,Wine,Other Reds,,Not yet received ,2026-09-07T00:00:00
Discrepancy,081434000224,Black Box Pinot Grigio 3L Box,Johnson Brothers - St. Paul,Blaine,1034171,Inventory Received,2.0,1.0,-1.0,Wine,Pinot Grigio/Gris,,partially received ,2026-09-07T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Blaine,1034171,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-07T00:00:00
Discrepancy,084279999951,Risata Red Moscato 750ml,Oxford Street Merchants,Blaine,1034172,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,,mi,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,mi,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-07T00:00:00
Discrepancy,082242017374,Bota Box Nighthawk Rum Barrel Red 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,mi,2026-09-07T00:00:00
Discrepancy,082242017657,Bota Box Nighthawk Black Malbec 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Malbec,,mi,2026-09-07T00:00:00
Discrepancy,087752002551,Baron Herzog Sauvignon Blanc 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034174,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-07T00:00:00
Discrepancy,087113112950,Albert Bichot Cremant de Bourgogne Brut Rose 750ml,"Grape Beginnings, Inc.",Blaine,1034178,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,Store Request,refused sent wrong item ,2026-09-07T00:00:00
Discrepancy,087113112950,Albert Bichot Cremant de Bourgogne Brut Rose 750ml,"Grape Beginnings, Inc.",Blaine,1034178-9.14.26,Receiving,1.0,,,Wine,Sparkling,Store Request,,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034182,Inventory Received,5.0,0.0,-5.0,Wine,Pinot Grigio/Gris,Store Request,mi,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034182-9.14.26,Inventory Received,5.0,0.0,-5.0,Wine,Pinot Grigio/Gris,Store Request,mi,2026-09-07T00:00:00
Discrepancy,083417000368,Dolly Chardonnay 750ml,"Vinocopia, Inc",Blaine,1034184,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,Store Request,not delivered yet ,2026-09-07T00:00:00
Discrepancy,083417000368,Dolly Chardonnay 750ml,"Vinocopia, Inc",Blaine,1034184-9.14.26,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,Store Request,OOS,2026-09-07T00:00:00
Discrepancy,089419000160,La Vieille Ferme Rose 3L Box,The Wine Company,Blaine,1034185,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,not delivered yet ,2026-09-07T00:00:00
Discrepancy,089819158027,Matua Valley Sauv Blanc 750ml,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Bloomington,1034186,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,MI,2026-09-07T00:00:00
Discrepancy,082242011013,Bota Box Chardonnay 500ml,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,3.0,0.0,-3.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,2.0,0.0,-2.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034197,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,031259032863,Yellow Tail Moscato 1.5L,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034205,Inventory Received,1.0,0.0,-1.0,Wine,Moscato,,BO,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034205,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034205,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,08510129,Fre Chardonnay N/A 750ml,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034205,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,098652840013,Cline Farmhouse Red 750ml,Southern Glazer's Wine & Spirits of MN,Cottage Grove,1034206,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,BO,2026-09-07T00:00:00
Discrepancy,089016017264,Capriccio Bubbly Sangria 750ml,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Minneapolis,1034207,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-07T00:00:00
Discrepancy,853936007984,Papi White Peach Sangria 750ml,Paustis Wine,Minneapolis,1034208,Inventory Received,10.0,9.0,-1.0,Wine,Flavored,Buyer's Select,1c MI,2026-09-07T00:00:00
Discrepancy,853936007984,Papi White Peach Sangria 750ml,Paustis Wine,Minneapolis,1034208-9.14.26,Receiving,1.0,,,Wine,Flavored,Buyer's Select,,2026-09-07T00:00:00
Discrepancy,750625653012,Clean Slate Riesling 750ml,"Grape Beginnings, Inc.",Minneapolis,1034209,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,,no delivery,2026-09-07T00:00:00
Discrepancy,085000034323,Andre Peach Bellini 750ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,WI,2026-09-07T00:00:00
Discrepancy,085000036969,Vibe Margarita 500ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-07T00:00:00
Discrepancy,085000041765,Vibe Blackberry Lemonade 500ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,MI,2026-09-07T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,2.0,0.0,-2.0,Wine,Fortified,,BO,2026-09-07T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,BO,2026-09-07T00:00:00
Discrepancy,643485994503,Soon Hari Citron Soju 375ml,Johnson Brothers - St. Paul,Minneapolis,1034210,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,BO,2026-09-07T00:00:00
Discrepancy,763955409402,Les Allies Brut 187ml 2pk,"Maverick Beverage Co., LLC - MN",Minneapolis,1034211,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,MI,2026-09-07T00:00:00
Discrepancy,856036001197,Underwood Rose Bubbles 375ml,Oxford Street Merchants,Minneapolis,1034212,Inventory Received,2.0,0.0,-2.0,Wine,Sparkling,,BO,2026-09-07T00:00:00
Discrepancy,052392122075,Winehaven Cranberry Wine,Paustis Wine,Minneapolis,1034213,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-07T00:00:00
Discrepancy,793150669202,ClapBack Slept On Strawberry Liter,Paustis Wine,Minneapolis,1034213,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-07T00:00:00
Discrepancy,074806188309,Daily's Peach on the Beach RTD 10oz,Phillips Wine & Spirits - St. Paul,Minneapolis,1034214,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Minneapolis,1034214,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Minneapolis,1034214,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,876153004093,Castello del Poggio Prosecco 750ml,Phillips Wine & Spirits - St. Paul,Minneapolis,1034214,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,MI,2026-09-07T00:00:00
Discrepancy,181856000892,Colle Corviano Cerasuolo Rose 750ml,Small Lot MN,Minneapolis,1034216,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,no delivery,2026-09-07T00:00:00
Discrepancy,083120192015,Franzia Chardonnay 3L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034217,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,086003861862,Woodbridge Sauv Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034217,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,689352009611,Kim Crawford Sauvignon Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034217,Inventory Received,3.0,2.0,-1.0,Wine,Sauvignon Blanc,,1c MI,2026-09-07T00:00:00
Discrepancy,082242016056,Bota Box Redvolution 3L Box,Phillips Wine & Spirits - St. Paul,Minnetonka,1034221,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,Free Goods,mi,2026-09-07T00:00:00
Discrepancy,854294004288,Mr. Pink Rose 750ml,"Grape Beginnings, Inc.",Minnetonka,1034222,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,MI,2026-09-07T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Minnetonka,1034227,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,031259009469,Yellow Tail Cab Sauvignon 1.5L,Phillips Wine & Spirits - St. Paul,Osseo,1034232,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,not on truck,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Osseo,1034232,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,not on truck ,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Osseo,1034232,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,not on truck ,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Osseo,1034232,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,not on truck ,2026-09-07T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Plymouth,1034237,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,not on truck,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Plymouth,1034241,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,not on truck,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Plymouth,1034241,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,not on truck,2026-09-07T00:00:00
Discrepancy,094799050063,Blandy's Verdelho Madeira 5yr 750ml,"Grape Beginnings, Inc.",Plymouth,1034243,Inventory Received,0.5,0.0,-0.5,Wine,Fortified,Store Request,notdelivered,2026-09-07T00:00:00
Discrepancy,094799050063,Blandy's Verdelho Madeira 5yr 750ml,"Grape Beginnings, Inc.",Plymouth,1034243-9.14.26,Receiving,0.5,,,Wine,Fortified,Store Request,,2026-09-07T00:00:00
Discrepancy,089419000160,La Vieille Ferme Rose 3L Box,The Wine Company,Plymouth,1034244,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,no delivery,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Ramsey,1034248,Inventory Received,2.0,0.0,-2.0,Wine,Pinot Grigio/Gris,,,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Ramsey,1034248,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,,2026-09-07T00:00:00
Discrepancy,081434000040,Black Box Chardonnay 3L Box,Johnson Brothers - St. Paul,Rosemount,1034253,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,Not On Truck ,2026-09-07T00:00:00
Discrepancy,085000016602,Starborough Sauvignon Blanc 750ml,Johnson Brothers - St. Paul,Rosemount,1034253,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,Not on truck,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Rosemount,1034256,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Rosemount,1034256,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,089419000160,La Vieille Ferme Rose 3L Box,The Wine Company,Rosemount,1034259,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,ND,2026-09-07T00:00:00
Discrepancy,860002633039,Une Femme The Betty Sparkling 250ml,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Roseville,1034262,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,mi,2026-09-07T00:00:00
Discrepancy,695235000019,Fat Bastard Chardonnay 750ml,"Grape Beginnings, Inc.",Roseville,1034265,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-07T00:00:00
Discrepancy,082242011013,Bota Box Chardonnay 500ml,Phillips Wine & Spirits - St. Paul,Roseville,1034270,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034270,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,mi,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034270,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-07T00:00:00
Discrepancy,086036124590,Christian Bros Dry Sherry 750ml,Southern Glazer's Wine & Spirits of MN,Roseville,1034273,Inventory Received,2.0,0.0,-2.0,Wine,Fortified,,mi,2026-09-07T00:00:00
Discrepancy,094799050063,Blandy's Verdelho Madeira 5yr 750ml,"Grape Beginnings, Inc.",Roseville,1034276,Inventory Received,0.5,0.0,-0.5,Wine,Fortified,Store Request,MI,2026-09-07T00:00:00
Discrepancy,3830000654395,Pullus Pinot Grigio 750ml,"New France Wine Co, Inc",Roseville,1034278,Inventory Received,3.0,0.0,-3.0,Wine,Pinot Grigio/Gris,Store Request,mi,2026-09-07T00:00:00
Discrepancy,3830000654395,Pullus Pinot Grigio 750ml,"New France Wine Co, Inc",Roseville,1034278-9.14.26,Inventory Received,3.0,1.0,-2.0,Wine,Pinot Grigio/Gris,Store Request,mi ,2026-09-07T00:00:00
Discrepancy,769434644227,Bonny Doon Picpoul 750ml,"Vinocopia, Inc",Roseville,1034283,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,Store Request,mi,2026-09-07T00:00:00
Discrepancy,769434644227,Bonny Doon Picpoul 750ml,"Vinocopia, Inc",Roseville,1034283-9.14.26,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,Store Request,mi,2026-09-07T00:00:00
Discrepancy,787202000174,Pavao Vinho Verde 750ml,The Wine Company,Roseville,1034284,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,MI,2026-09-07T00:00:00
Discrepancy,011699014933,Bouchard VDP Pinot Noir 750ml,"Vinocopia, Inc",Roseville,1034285,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,mi,2026-09-07T00:00:00
Discrepancy,082242016056,Bota Box Redvolution 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034288,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,Free Goods,mi,2026-09-07T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,St. Louis Park,1034290,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-07T00:00:00
Discrepancy,856036001197,Underwood Rose Bubbles 375ml,Oxford Street Merchants,St. Louis Park,1034293,Inventory Received,2.0,0.0,-2.0,Wine,Sparkling,,mi,2026-09-07T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034295,Inventory Received,2.0,0.0,-2.0,Wine,Chardonnay,,mi,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034295,Inventory Received,5.0,0.0,-5.0,Wine,Pinot Grigio/Gris,,mi,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034295,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-07T00:00:00
Discrepancy,856622001013,Bieler Pere Et Fils Rose 750ml,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034295,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,mi,2026-09-07T00:00:00
Discrepancy,181856000892,Colle Corviano Cerasuolo Rose 750ml,Small Lot MN,St. Louis Park,1034296,Inventory Received,2.0,0.0,-2.0,Wine,Rose,,mi,2026-09-07T00:00:00
Discrepancy,089419000160,La Vieille Ferme Rose 3L Box,The Wine Company,St. Louis Park,1034298,Inventory Received,2.0,0.0,-2.0,Wine,Rose,,mi,2026-09-07T00:00:00
Discrepancy,049331002222,La Crema Sonoma Chardonnay 750ml,Johnson Brothers - St. Paul,Stillwater,1034301,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,WI,2026-09-07T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Stillwater,1034304,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,bo,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Stillwater,1034304,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,bo,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034308,Inventory Received,3.0,0.0,-3.0,Wine,Pinot Grigio/Gris,Free Goods,mi,2026-09-07T00:00:00
Discrepancy,082100738397,Black Box Sauvignon Blanc 3L Box,Johnson Brothers - St. Paul,Vadnais Heights,1034309,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-07T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1034309,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,bo,2026-09-07T00:00:00
